,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
63259,the ethiopians,give me your love,1966,reggae,gonna baby tonight gonna squeeze tonight gonna hold tight darling sure tonight tonight say want babe alright say gonna tonight say gonna tonight say gonna want alright tonight gonna want alright tonight say gonna tonight say want tonight say gonna want tonight girl tonight say gonna want tonight girl tonight say want baby tonight baby tonight say want tonight say want,61,0.084215449,0.000862813,0.000862813,0.307629238,0.000862813,0.000862813,0.045277129,0.173260619,0.000862813,0.000862813,0.000862813,0.000862813,0.000862813,0.065472847,0.000862813,0.000862813,0.633921802,0.595697767,0.685742656,8.08E-05,0.776380874,0.282259866,night/time,0.771428571
63267,prince buster,dark street,1967,reggae,describe background describe trouble life story tell like time crime cop sick try catch nuthin happen cause slick juke backbreaker pose threat life slice like krueger lyric sharp like knife rhymin imitators know vengeance rappin ready contender boys oppose catch square break nose makin trouble right makin trouble hand command nation kuklux klan scar walk street get dark play sister tuffly makin trouble right makin trouble filas cloud say bust jack feet snatch string size right thing makin trouble right makin trouble break store window crime mind thoughts assumption word doin time scream freeze hand drop break steal jam block snatch emblem caddy makin trouble right makin trouble small timers slob cause steal cars homeboy rob store dollar snatch purse lady holler cop come door snatch right collar takin jail yoyo manmade hell steel bar prevail ghetto boys trouble makers cold common thugs tearin neighborhood drug makin trouble right makin trouble,151,0.000584795,0.175568584,0.000584795,0.088449181,0.000584795,0.014139859,0.000584795,0.000584795,0.371757461,0.000584795,0.189179736,0.000584795,0.141017668,0.000584795,0.000584795,0.000584795,0.684826167,0.749814117,0.584336932,1.43E-05,0.911376752,0.512497287,obscene,0.757142857
63269,the paragons,dance with me,1967,reggae,save movie lifetime bring unauthorized save movie rejoice mind matter week distractions creativity movies deep clickbait week city movie delight deep fake clickbait stories click download right save go dance childish gambino candler road poem save unauthorized movie miss college years class screech cheesy lifetime high school sitcom controversy rape allegations pay dope thiessen steroids engel threesomes mind matter family matter distractions ipad hearthstone creativity ideas productivity city dame kill review gritty green screen style war letter media real urgency green nude alba film state tusk human centipede apatow zombie studio clerk depp coen brothers podcaster bang theory parsons deep account online hbogo hulu thank service fake news stories clickbait swat live stream play counter strike click download right smartphone download stitcher stream newest episodes subscribe itunes subscribe itunes enjoy review itunes subscribe youtube review itunes creative submit audio mashup want send,142,0.001119821,0.124505411,0.217826467,0.052224591,0.001119821,0.001119821,0.001119821,0.001119821,0.381518034,0.001119821,0.108726769,0.03886741,0.001119821,0.001119821,0.001119821,0.0433492,0.646918661,0.660256903,0.044577354,0.006912955,0.711459192,0.483467352,obscene,0.757142857
63274,prince buster,oh love (live),1967,reggae,late tell listen ambition felon felonies fell fell knees pray niggas sleepin sneak dissin wishin nigga bitchin trippin hittin mixin makin heat beat kitchen beat kickin flippin sheet deep dickin beat switchin floatin like stingin like butterfly paradox anthropod movin like samurai lookin camera hidin neva afraid face pretty texas reppin mecca texans know drink strong drink strong fade turn pour till think ratchet dumb dumb roll letlet roll letletlet roll letletlet roll nuance crew problem know musical geniuses royalty cling know mean live dream like inception exceptional incredible breath miracle puttin fear souls hoe fall brawl undefeated palm dawg killin niggas niggas pillow soft pillow talkin boss bossin chef curry niggas know saucin whippin independent mini rent livin like goddam nigga nigga mission neva switchin bitchin city shoulder haytion entertainment better know takin prophet stop imma drop know tree smoke yeah drink pour yeah enemies live roll win drink strong drink strong fade turn pour till think ratchet dumb dumb roll letlet roll letletlet roll letletlet roll,168,0.000626566,0.000626566,0.054117501,0.000626566,0.026525548,0.000626566,0.000626566,0.086455804,0.353800198,0.000626566,0.127839105,0.000626566,0.000626566,0.000626566,0.158437413,0.000626566,0.691324597,0.578775992,0.357429074,0.014676113,0.891797197,0.44743019,obscene,0.757142857
63275,john holt,"mercy, mercy, mercy",1967,reggae,ready brother unite unite christmas time little list favorite things count begin celebrate christmas time christmas christmas christmas christmas christmas christmas cause spend christmas christmas christmas christmas christmas christmas cause spend christmas time little list favorite things count begin celebrate christmas time christmas christmas christmas christmas christmas christmas cause spend christmas christmas christmas christmas christmas christmas cause spend need christmas christmas ones cause spend sweatin doin right,67,0.001697793,0.001697793,0.319645155,0.289435884,0.001697793,0.094642871,0.001697793,0.001697793,0.270809197,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.438968916,0.728354229,0.380521466,0,0.230214345,0.461444642,world/life,0.757142857
63276,ken parker,"true, true, true",1967,reggae,gonna wander near home gonna little rain cool time true true true true true true good woman good woman good true true true true true true good woman good woman good true true true true true true,37,0.001422475,0.001422475,0.001422475,0.028239335,0.001422475,0.057474244,0.620043314,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.164023854,0.675078523,0.636592057,0.960843334,0.53340081,0.810387469,0.381362061,romantic,0.757142857
63280,prince buster,shanty town,1967,reggae,yeah niggas want yeah bitch want cause fuck whoop laugh know hand niggas like sumtin bitch like sumtin niggas like sumtin build shit grind break niggas stay shawty fuck promise clown tough pistol right pelvis rebellious hang hustlers felons buy jealous know bitch head bomb lick dawg bond nigga nigga word niggas like sumtin niggas like sumtin niggas like sumtin niggas like sumtin probably cause fuck pink robitussin know buss dude homie bust favor haters open door whore know feel like sleep floor know feel like walk store tell need drawers flashbacks past life thank cash right face pretty nice say half look laugh twice straight slice tell hype look like night bitch like sumtin bitch like sumtin bitch like sumtin bitch like sumtin,124,0.000591366,0.000591366,0.031194133,0.020772798,0.032419498,0.000591366,0.000591366,0.080483686,0.5589231,0.000591366,0.051737843,0.000591366,0.000591366,0.19891258,0.000591366,0.000591366,0.797465612,0.575545471,0.091163746,0.775303644,0.877370157,0.39437548,obscene,0.757142857
63281,desmond dekker,sweet music,1967,reggae,sweet music sound freedom sweet music sound freedom time come cooperate time come live unity advice wise bear free stay free yeah sweet music sound freedom sweet music sound freedom,30,0.001949318,0.001949318,0.001949318,0.112100193,0.038986355,0.001949318,0.067868947,0.001949318,0.001949318,0.436151449,0.001949318,0.001949318,0.317602608,0.001949318,0.001949318,0.001949318,0.676161594,0.673384099,0.673694452,0.009746964,0.85366859,0.33231148,music,0.757142857
63282,the gaylads,i am free,1967,reggae,mordred dagonet nobles enter queen great trouble enter mador knight bring dead body cry treason treason queen take state accuse queen liege substance thine accusation murder sire murder foul treacherous knight murder foul treacherous body knight brother patrise thou knowest courteous knight steadfastness thee court strange relate circumstances twas banquet invite queen madam sitteth meat courtesy press partake fruit partake brother dead knight fall agony extreme mortal soul go lieth thou seest knight true saith foul damnable murder turn queen madam sayest thou accusation guin false foul innocent deed aside true thou seest dead knight witness justice thee hast thou defence offer guin lord queen damnable fore heaven innocent strange murder aside soul flame accord ancient laws guest die suspicious manner proof grievous intent present accuse condemn burn stake guin great heaven foul punishment foul crime knight justice trial sire accuse woman knight prove innocence body body accuser time death accomplish follow weight witness turn queen queen britain believe thee guiltless crime whereof thou accuse thou hast say free prove thine innocence body thou procurest knight assoil thee time appoint condemn thee take place public note burn death requireth guin great heaven,192,0.000892061,0.410801664,0.069897224,0.023715324,0.000892061,0.051302585,0.044159233,0.000892061,0.000892061,0.000892061,0.000892061,0.081726119,0.1855587,0.123026483,0.000892061,0.000892061,0.678327737,0.493346666,0.786144364,0.811740891,0.834089035,0.336315609,violence,0.757142857
63284,alton ellis,let him try,1967,reggae,darling give try feel heart suffer cry give pride whosoever try word word suffer cry give pride whosoever try,19,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.078370443,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.865708503,0.003289474,0.555940648,0.656231572,0.724899322,0.019736842,0.770197857,0.501485932,sadness,0.757142857
63285,the paragons,a silver bird,1967,reggae,fallow land plan grand bring prime silver flame come silver flame time sylphlike view mirage paragon beauty land leal sky divine constant glare give heir brightest grand design memories time begin hold perennial plan kestrel ship hull happen wealth ideas inspirit worlds essence pacific mesmerize boundless alliance await vagaries strain effect time cease leave direct sow wind reap whirlwind mount high horse discover force blueprint genuine world gods mesmerize boundless alliance await brightest grand design spirit flow come know late throw away beauty hear ring gaia voice fade things turn concern mere child play stony cold stairway happen take chin overcast line linger sound slope fly stroke genius entomb current time sense reason rhyme forever go dismay grand design fade world seethe rage build cage reach soon time manmade moon strong change force rearrange heaven earth ring rebirth wits doubt go follow line life grand design,146,0.000720981,0.000720981,0.335621279,0.087048859,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,0.134906651,0.06029609,0.311116267,0.061638107,0.000720981,0.000720981,0.000720981,0.810462472,0.685280619,0.555220437,0.02388664,0.889736191,0.480464255,world/life,0.757142857
63294,desmond dekker,unity,1967,reggae,time live brothers time live sisters come brothers come sisters unity unity come brothers sisters whoahohhh aaaaah aaaaah live wrong right look live today brothers look live today sisters come brothers come sisters unity unity come brothers sisters whoahohhh aaaaaa aaaaaaa look live today brothers look live today sisters come brothers come sisters unity unity unity unity unity unity,59,0.189550711,0.001461988,0.394977914,0.07368346,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.240627496,0.080692582,0.001461988,0.001461988,0.76822268,0.70258698,0.657630178,0.289473684,0.83202803,0.474458061,world/life,0.757142857
63297,desmond dekker,rude boy train,1967,reggae,rude train comin rude train comin dippy dippy dooey dippy dippy dooey rude boat comin rude boat comin dippy dippy dooey dippy dippy dooey rude plane comin rude plane comin dippy dippy dooey dippy dippy dooey rude circuit chart rude circuit chart dippy dippy dooey dippy dippy dooey rude loot shoot wail rude loot shoot wail dippy dippy dooey dippy dippy dooey double seven scene double seven scene dippy dippy dooey dippy dippy dooey rude train comin rude train comin dippy dippy dooey dippy dippy dooey rude circuit chart rude circuit chart dippy dippy dooey dippy dippy dooey double seven scene double seven scene dippy dippy dooey dippy dippy dooey,110,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.616518633,0.00228833,0.00228833,0.00228833,0.163308646,0.00228833,0.00228833,0.00228833,0.579768223,0.688382945,0.695782827,0,0.828936521,0.479463222,obscene,0.757142857
63300,the paragons,blackbird singing,1967,reggae,blackbird sing dead night break wing learn life wait moment arise blackbird sing dead night sink eye learn life wait moment life wait moment arise blackbird sing dead night break eye learn life wait moment life wait moment life wait moment,41,0.001422475,0.145276014,0.374936081,0.243599247,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.084863934,0.001422475,0.078187385,0.001422475,0.001422475,0.054645162,0.001422475,0.784468753,0.772735431,0.330320613,2.63E-05,0.884583677,0.598586062,world/life,0.757142857
63302,desmond dekker,wiseman,1967,reggae,wise keep perfect life life wiser alright whoa whoa whoa,10,0.005847953,0.005847953,0.450292396,0.005847953,0.450292397,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847954,0.005847953,0.005847953,0.785551825,0.66656411,0.334336681,3.20E-06,0.964962902,0.485469416,world/life,0.757142857
63304,phyllis dillon,don't stay away,1967,reggae,know need wouldn stay away know desire soul wouldn stay away darling know girl treat nice know beautiful know heart burn long wouldn stay away darling know girl treat nice know beautiful know heart burn long wouldn stay away wouldn stay away,42,0.00122399,0.00122399,0.00122399,0.060003069,0.00122399,0.00122399,0.071021904,0.312850872,0.00122399,0.00122399,0.00122399,0.030769864,0.00122399,0.189484749,0.319957669,0.00122399,0.541860717,0.530728406,0.215862667,0.015182186,0.618713932,0.273250576,sadness,0.757142857
63307,the paragons,the first time i saw you,1967,reggae,wake morning felt pain little sympathies go away keep tellin go ghost live door time stand line little piece freeze time counter fight compare ghost live door know mean know think bereft vanities wish tell silence ghost live door silence ghost live door hear silence ghost live door,48,0.00122399,0.438007629,0.152786403,0.00122399,0.00122399,0.051705047,0.00122399,0.141014036,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.117199069,0.083375943,0.85703455,0.66956388,0.155621642,0.001032389,0.90004122,0.480464255,violence,0.757142857
63309,the gaylads,she want it,1967,reggae,play baby type talk crazy aware time light act shady understand want space heart soul body mind build blun construction teach function perfection take galas love see catch tell wasn fuck stand strong like shimmer like shit think match send like wanna know know shit gonna want hard stroke shit gonna finna stop shit gonna know go shit gonna lovers like friends want know trap reap basic yeah learn right page fuck real hold time change cause amaze fuck contemplate like stand strong like shimmer like shit think match send like,91,0.017470169,0.00074129,0.080806891,0.00074129,0.015879755,0.00074129,0.075842836,0.195803211,0.461952792,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.02670911,0.708653742,0.571366305,0.786144364,0.077935223,0.906224237,0.340319738,obscene,0.757142857
63311,phyllis dillon,don't touch me tomato,1967,reggae,mister touch tomato touch tomato touch pumpkin potato goodness sake touch tomato touch touch touch touch plum apples thing feel feel tire feel feel squeeze squeeze tire squeeze squeeze mister advice look double hard like coconut nut nut chapters mind cause feel feel tire feel feel squeeze squeeze tire squeeze squeeze,51,0.001949318,0.001949318,0.001949318,0.189826891,0.001949318,0.057345203,0.289089355,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.093463936,0.001949318,0.342984167,0.797465612,0.754557342,0.521083857,2.89E-06,0.897980214,0.453436384,feelings,0.757142857
63312,alton ellis,why,1967,reggae,bird follow spring like follow rainbow people sing head sorrow tree tall stay small yesterday like today follow tomorrow whoah lala ladada lalala dadada laaaa laaaa tree tall stay small tree oooohh tall stay small yesterday like today follow tomorrow ladadadada somebody tree tall stay small ladada lala lalala lala ladadad lalala,52,0.001422475,0.070178797,0.401559852,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.098492198,0.193958748,0.001422475,0.123793935,0.065726332,0.001422475,0.029220437,0.545109932,0.626362075,0.41365403,6.13E-05,0.570280297,0.392373415,world/life,0.757142857
63313,phyllis dillon,perfidia,1967,reggae,youmy heart cry perfidia life somebody arm eye echo perfidia forgetful promise share charm lament dream fade like break gods look laugh romantic fool mortals sigh perfidia goodbye sigh perfidia goodbye goodbye repeat fade,34,0.00228833,0.00228833,0.077763174,0.00228833,0.00228833,0.00228833,0.340899612,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.071460087,0.431693796,0.046146718,0.773638037,0.610363305,0.884538037,1.70E-05,0.686727123,0.258235092,sadness,0.757142857
63316,alton ellis,breaking up,1968,reggae,turn walk door hurt sore say hurt sore look good say listen break hard everybody know break hard strong strong strong listen break hard break hard night know talk go realize break hard look good say strong strong leave surely listen break hard everybody know break hard,47,0.001169591,0.001169591,0.001169591,0.024630736,0.049626834,0.001169591,0.001169591,0.371362762,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.394120672,0.143884726,0.630672587,0.769940774,0.20080241,0.000523279,0.896949711,0.693684127,sadness,0.742857143
63318,alton ellis,willow tree,1968,reggae,tear fall cry eternally tree shed tear eternally cause search need tear tell weep meet tree shed tear eternally cause search need tear tell weep meet tree shed tear eternally cause search need tear,34,0.002024292,0.002024292,0.002024292,0.002024292,0.119460023,0.002024292,0.002024292,0.109078402,0.002024292,0.002024292,0.002024292,0.250854823,0.002024292,0.002024292,0.490242379,0.002024292,0.669663165,0.781837295,0.680722571,7.14E-06,0.933017312,0.519504513,sadness,0.742857143
63324,the heptones,in love with you,1968,reggae,remember smile forget grow grow go go spend lifetime wait dear search dream come true go come view completely walk right heart walk take placement doubt open heart know heart choose go go,33,0.001697793,0.001697793,0.438285867,0.055361284,0.001697793,0.001697793,0.051350585,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.283211082,0.148022081,0.576519008,0.722944389,0.739959578,3.89E-06,0.786685903,0.598586062,world/life,0.742857143
63326,alton ellis,i can't stand it,1968,reggae,wish count wish count baby stand fuss fight long toss turn wrong stand wish depend wish depend baby stand love soul things soul baby stand south know check stand,29,0.123067078,0.356219741,0.002024292,0.042810839,0.002024292,0.002024292,0.046122403,0.171862509,0.002024292,0.002024292,0.05944994,0.002024292,0.002024292,0.002024292,0.176175991,0.002024292,0.881945197,0.750890957,0.870481798,0.014878543,0.6784831,0.439421932,violence,0.742857143
63328,the tennors,i want everything,1968,reggae,soon pay yeah swear swear soon pay flip ways change swear swear money money money money change dream guap stack crew ride top slide shoe problem dues childhood wasn pretty block like tryna post tryna plenty pennies grow tell see rappers news trappers look fresh tennis shoe like want somebody tell start tryna rise interfere money clear watch problems disappear money money money money money money money money change look finally deal dream advance hand cheese grey lake money green fake act funny catch need break broker give stock tip watch kill high cockpit expensive taste cheap thrill humble meek girl ride free home twice refill yeah sweet deal gotta plane away soar lam come cash upgrade mogul class wwait wwait wwait wwait soon pay yeah swear swear soon pay flip ways change swear swear money money money money change house couple broads spouse money count deal feel satisfy pocket fatter desire gratify yeah climb ladder tire paparazzi alibi dollars wallet finna burst money problems work miss feel start lurk know pursue cause finally pay finally pay,177,0.000434972,0.000434972,0.150129215,0.000434972,0.045308946,0.000434972,0.026729836,0.000434972,0.556585198,0.000434972,0.098219319,0.051014966,0.009511572,0.029518517,0.000434972,0.028632713,0.771471894,0.603671512,0.171685915,0.000229757,0.882522671,0.34132077,obscene,0.742857143
63329,the tennors,ride your donkey,1968,reggae,little laddie daddy buy fiddle tune play tune play ride donkey gallop donkey deep heart daddy know smart cause tune play tune play ride donkey gallop donkey,27,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.163520044,0.002770083,0.002770083,0.002770083,0.443240499,0.181558311,0.002770083,0.002770083,0.002770083,0.170129898,0.002770083,0.822376259,0.585878009,0.296184032,0.000551619,0.802143446,0.470453932,music,0.742857143
63332,tommy mccook,what the world needs now is love,1968,reggae,woman woman silly game play yeah dealin trouble drive away sayin leavin wanna hear talk stare disbelief walk outta outta outta lovin livin treat like fool doin blue sayin leavin wanna hear talk stare disbelief walk outta outta outta lovin livin treat like fool doin blue sayin leavin wanna hear talk stare disbelief walk outta outta outta agggggain,58,0.072038219,0.001052632,0.001052632,0.001052632,0.02113253,0.001052632,0.043562427,0.001052632,0.469018421,0.096378373,0.001052632,0.001052632,0.021252234,0.064609171,0.13118811,0.001052632,0.860283765,0.697689921,0.749999749,0.854251012,0.85366859,0.40338477,obscene,0.742857143
63334,the uniques,out of love (i'm the one love forgot),1968,reggae,care tell want let live luxury enjoyin company wish rockin daily pushin dream pursue go roof nothin gonna change immeasurable shit range gold hella stories tell girl talkin suppose nice niggas lovin daily know baby things gettin brazy work things shawty gettin lazy shoot shoot muzzle rearrange gut jigsaw puzzle lovin grind hustle gotcha runnin head frontal tryna maybe flex maybe stunt nice shawty thats jump things rough givin turtle hare race finish weather gonna build somedays better let goalsetters trendsetters rare gold unique gotta nice niggas shawty let glow stack figure figure flourish head weight forget past life move fast cherish moments hard task plus like rid firstclass figure baby girl past figure warm soul amaze mind state away twitter,121,0.05961145,0.000711238,0.167974185,0.000711238,0.000711238,0.000711238,0.000711238,0.144179406,0.328860239,0.000711238,0.000711238,0.061737321,0.000711238,0.072541153,0.000711238,0.000711238,0.45521499,0.673922519,0.560240522,7.16E-05,0.579554823,0.482466319,obscene,0.742857143
