,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
70607,peabo bryson,loving you (from passion),1960,rock,girl morning break see go like heart lose leave baby live memories tender nights endless days inside baby stop rain fall cloud away stop tear fall face baby stop stop rain feel follow footsteps like break heart pair pass eye talk reach believe lonely baby stop rain fall cloud away stop tear fall face baby stop stop rain night baby know remember cause love wasn time know baby stop rain cloud away stop tear fall face baby stop stop rain stop rain yeah live baby yeah cloud away yeah,89,0.122916113,0.000611995,0.085830918,0.000611995,0.037256541,0.000611995,0.013851074,0.000611995,0.000611995,0.000611995,0.000611995,0.094992228,0.000611995,0.035876055,0.348170634,0.000611995,0.497454782,0.512396482,0.913654532,1.48E-06,0.102431987,0.112084381,sadness,0.857142857
70609,the kingston trio,with her head tucked underneath her arm,1960,rock,tower london large life ghost bolyn walk declare poor bolyn wife headsman hair wrong long years come night tell head tuck underneath walk bloody tower head tuck underneath midnight hour come haunt mean give gadzooks go tell feel sore headsman want encore head tuck underneath head tuck underneath walk bloody tower head tuck underneath midnight hour sentries think football carry shout army go grange instead poor bolyn head tuck underneath give spread pal gals ghostly crew headsman crave joint cut bread come bolyn queer hold head wild whoop cry drop soup head tuck underneath walk bloody tower head tuck underneath midnight hour night catch canteen say bolyn parr sweet perryann know head tuck underneath,114,0.000809717,0.325816408,0.000809717,0.000809717,0.000809717,0.030797609,0.03629392,0.119520773,0.000809717,0.000809717,0.208850213,0.230021296,0.000809717,0.000809717,0.000809717,0.028358803,0.729232102,0.623593057,0.826305046,0,0.573371805,0.29727535,violence,0.857142857
70617,elvis presley,joshua fit the battle,1960,rock,battle jericho jericho jericho battle jericho wall come tumble know battle jericho jericho jericho battle jericho wall come tumble good morning sister good morning brother wanna stop talk wanna tell come know hear stop work work talk brag like good battle jericho wall jericho march spear hand blow horn cry cause battle hand talk brag like battle jericho tell great spear nigh feet long double edge sword mouth gospel horn bold brave stand salvation hand blow horn cry cause devil harm wall jericho march spear hand blow horn cry cause battle hand sheep horn begin blow trumpet begin sound shout wall come tumble tumble,104,0.000892061,0.484060171,0.000892061,0.000892061,0.000892061,0.087293978,0.000892061,0.168965559,0.000892061,0.082821346,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.088492589,0.55052529,0.618542163,0.874497866,0,0.896949711,0.585572643,violence,0.857142857
70618,elvis presley,wooden heart,1960,rock,break heart hard cause wooden heart goodbye know maybe cause wooden heart string start treat nice treat good treat like cause wooden heart muss denn muss denn stadtele hinaus stadtele hinaus mein schatz bleibst hier string start wirklich sollst wirklich sollst cause wooden heart,44,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.050800297,0.150446301,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.263556357,0.461406986,0.044316375,0.753059677,0.587544548,0.791164449,0.000281377,0.886644683,0.222197931,sadness,0.857142857
70622,elvis presley,it feels so right,1960,rock,step arm belong feel right right wrong kiss make want hold tight know wrong feel right time kiss thrill mean tonight gonna life long cause baby feel right wrong,29,0.037916417,0.001754386,0.047913699,0.314631581,0.001754386,0.001754386,0.242521381,0.101177348,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.122668978,0.592765082,0.678691383,0.663654281,1.88E-06,0.828936521,0.60659432,night/time,0.857142857
70623,elvis presley,i believe in the man in the sky,1960,rock,step lead church form stairway tread believe believe help footsteps falter eye grow gibraltar trust sparrow sing praise till days believe sparrow sparrow sing praise till days believe,28,0.002923977,0.002923977,0.643339256,0.002923977,0.002923977,0.085282116,0.002923977,0.002923977,0.002923977,0.146124601,0.002923977,0.081394376,0.002923977,0.002923977,0.002923977,0.002923977,0.42163977,0.602363921,0.865461712,0,0.415704864,0.293271221,world/life,0.857142857
70632,elvis presley,his hand in mine,1960,rock,know lord real lord real doubt things doubt feel feel know real today feel hand walk hold hand hold hand guide step fall know understand till tell love love feel hand need know feel hand need know,37,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.059417591,0.301450914,0.304856671,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.05307112,0.235449404,0.35990469,0.562366997,0.902610344,0,0.281739489,0.181155608,romantic,0.857142857
70633,neil sedaka,"happy birthday, sweet sixteen",1960,rock,lalalala lalalala birthday sweet sixteen lalalala lalalala birthday sweet sixteen tonight night wait baby anymore turn prettiest girl see birthday sweet sixteen happen funny face little tomboy wear satins lace believe eye teenage dream birthday sweet sixteen brother like thirteen funny grow future sew gonna smile sweet surprise grow eye turn prettiest girl see birthday sweet sixteen smile sweet surprise grow eye turn prettiest girl see birthday sweet sixteen lalalala lalalala birthday sweet sixteen lalalala lalalala birthday sweet sixteen lalalala lalalala birthday sweet sixteen lalalala lalalala birthday sweet sixteen lalalala lalalala,91,0.0217511,0.001074114,0.053834116,0.039140241,0.001074114,0.045807675,0.303085794,0.129282494,0.001074114,0.001074114,0.001074114,0.217277787,0.001074114,0.157597377,0.001074114,0.001074114,0.472544135,0.789041869,0.609437359,0,0.909315746,0.79679045,romantic,0.857142857
70634,elvis presley,such a night,1960,rock,night oooo night night moon bright bright night night alight star oooo kiss fall kiss oooo kiss kiss kiss kiss kiss think lips set afire reminisce fill desire give heart sweet surrender remember remember night oooo night night come heart night go forget kiss kiss moonlight oooo kiss night night oooo night night come heart night go forget kiss kiss moonlight remember remember night oooo night night kiss fall give heart sweet surrender remember remember night oooo night night kiss fall go go go go go go come go oooo oooo oooo oooo oooo night,95,0.000683527,0.000683527,0.115919652,0.205116027,0.000683527,0.000683527,0.332470311,0.000683527,0.000683527,0.000683527,0.000683527,0.172479286,0.000683527,0.000683527,0.051205013,0.113923859,0.377233835,0.656872548,0.76003992,0,0.912407255,0.81881316,romantic,0.857142857
70635,elvis presley,fever,1960,rock,know know care arm fever hard fever kiss fever hold tight fever morning fever night light daytime moon light night light know gonna treat right fever kiss fever hold tight fever morning fever night rybody fever know fever thing fever start long love felt arm say baby flame thou givest fever kisseth fever flame youth fever afire fever burn forsooth captain pocahontas affair daddy try kill say daddyo dare fever kiss fever hold tight fever miss daddy treat right listen story point cat bear chicks fever fahrenheit centigrade fever kiss fever live learn fever till sizzle lovely burn lovely burn lovely burn,102,0.020720896,0.033208936,0.025463155,0.05861099,0.000848896,0.051839427,0.339644773,0.207703225,0.000848896,0.000848896,0.000848896,0.221845726,0.01580299,0.000848896,0.000848896,0.000848896,0.690241525,0.373868677,0.708835049,0.034008097,0.372423743,0.095567349,romantic,0.857142857
70636,elvis presley,pocketful of rainbows,1960,rock,worry sky pocketful rainbows heart mister heartache leave pocketful rainbows sleeve kiss extra tender hold extra tight cause save sweetness lonely night teardrops true pocketful rainbows armful heartaches true pocketful rainbows armful rainbows rainbows,34,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.076124095,0.447165164,0.003759399,0.003759399,0.003759399,0.003759399,0.094375193,0.003759398,0.003759399,0.325944568,0.003759399,0.572186722,0.542881317,0.864457695,0,0.398186315,0.241217544,romantic,0.857142857
70640,elvis presley,in my father's house,1960,rock,father house mansions true tell go away live bright city prepare mansion know die cross sorrow freely die souls like life know soon come bright tomorrow world free strife shun savior sing gospel story father house mansions true land surely,40,0.001754386,0.001754386,0.38347802,0.001754386,0.001754386,0.001754386,0.001754386,0.103150784,0.001754386,0.057301562,0.164926823,0.107054156,0.161281636,0.001754386,0.001754386,0.001754386,0.351240117,0.490372535,0.918674617,0,0.37860676,0.150123607,world/life,0.857142857
70646,elvis presley,tonight's all right for love,1960,rock,hold tight moon bright tonight night right star appear hold close dear magic kiss night wait right real midsummer night dream tonight right right real midsummer night dream tonight right,30,0.001879699,0.001879699,0.001879699,0.453730645,0.001879699,0.001879699,0.228814217,0.001879699,0.001879699,0.001879699,0.001879699,0.215762065,0.001879699,0.001879699,0.001879699,0.073497584,0.318747969,0.683050022,0.874497866,9.48E-06,0.766075845,0.546532384,night/time,0.857142857
70650,elvis presley,tonight is so right for love,1960,rock,hold tight moon bright tonight right time tonight right star appear twinkle eye believe near paradise kiss unlock heaven door magic hour wait right things dream real midsummer night dream tonight right real midsummer night dream tonight right hold tight moon bright tonight right,44,0.001349528,0.001349528,0.049532937,0.423190683,0.001349528,0.001349528,0.1581563,0.001349528,0.001349528,0.001349528,0.001349528,0.297668065,0.001349528,0.001349528,0.001349528,0.052558628,0.388064551,0.690536625,0.887550088,0.000204453,0.772258862,0.534519997,night/time,0.857142857
70652,bo diddley,mumblin' guitar,1960,rock,quit mumblin talk loud,4,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157896,0.763157888,0.013157898,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.604678869,0.701074276,0.440762491,0.017712551,0.482687552,0.949948387,obscene,0.857142857
70653,wanda jackson,the last letter,1961,rock,treat friend different cold wonder content wither offer diamonds mansions fine offer clothe young body crave forever think heartaches tear sorrow save weary tire gold lonely remember letter answer suffer anguish untold wish leave write letter think past promise break free soon farewells world go read letter,47,0.001503759,0.00150376,0.301010213,0.001503759,0.001503759,0.001503759,0.001503759,0.124730378,0.001503759,0.219574633,0.00150376,0.00150376,0.064767764,0.112472617,0.157895522,0.00150376,0.372901549,0.721482963,0.904618378,0,0.384789777,0.281258834,world/life,0.842857143
70655,the ventures,gringo,1961,rock,donde traigo mambo bring donde traigo mambo bring mato alpacito tres pacito mato alpacito tres pacito hook eyyyyyyy shit fuego people world borough baby glow right fuego baby slip crack boogie uptown rise feet want party go like dearly depart sudden navigate white america like magic baby tell say fuck noise bout seal deal struggle real overcome deal try like phoenix haters weep tear kleenex know type breed bilingual lingo gringo sauce skin tone stir block santo domingo hook mato alpacito tres pacito mato alpacito tres pacito hook eyyyyyyy shit fuego people world borough baby glow right fuego baby note good culture prize vultures separate toxic lately surfin pocket profit wavy motherfuckers hate crack code latino core better score blaze trail cork bada boom bada know vibe snap count bring house mattafact burn bitch burn baby burn raise hell hook mato alpacito tres pacito mato alpacito tres pacito hookx eyyyyyyy shit fuego people world borough baby glow right fuego baby note good breakdown eyyyyyy baby outro rivs akilis music baby diablo,171,0.185144373,0.113127234,0.032914634,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.434795164,0.00074129,0.00074129,0.144057784,0.027422186,0.00074129,0.00074129,0.042538494,0.562439077,0.693895341,0.725903339,0.082894737,0.922712284,0.574561288,obscene,0.842857143
70657,the ventures,trambone,1961,rock,game suck kinda like beat time switch game press lame duck line doggs grass zebras survivors liver lessons sack hack cat crack wise pussy beat slimmer urethra come catch fade young dark feel underpay throw street money gtatrust roam streets bust waste future create outrageous murder black bird word pay pay explain relay everybody play pay evade ammo money multiplayer mayhem funny npcs think play deal guild seal pills awaken lokos shots mistake american idols lose souls belly aiken mortal dirt guess satan long earthbound stick home rat worst sound venture trombone album go touch tone phone whip tune cross time zone hollaback doubt holmes smell later letter sister haters sorry mister saturn ring sleep want death suggest stay screen darkly constantly make grind windows foggy rap fapping bowlpackin hobbies house party play dobby ladidadi check slick wreckit gonna sick change hop rectum catch ashy elbow shit make cash game suck switch swisha blunt grass switchblade make burn chomp pass biggest bully rockstar class doggs grass zebras survivors liver lessons sack hack cat crack wise pussy beat slimmer urethra come catch fade young dark feel underpay throw street money gtatrust roam streets bust waste,194,0.000542594,0.118135754,0.000542594,0.058907581,0.000542594,0.011215205,0.000542594,0.000542594,0.542363804,0.071479901,0.106812342,0.042060903,0.000542594,0.000542594,0.000542594,0.023626363,0.689158453,0.613363075,0.736947527,0.643724696,0.857790602,0.383364125,obscene,0.842857143
70658,wanda jackson,i may never get to heaven,1961,rock,walk talk hold love hand love awhile live awhile think fate plan steal lose love heaven come mighty close play golden harp spread celestian wing walk golden staircase distant sing hold sweet felt tender touch heaven miss heaven miss,39,0.001594896,0.001594896,0.107268683,0.001594896,0.001594896,0.001594896,0.359069098,0.085103679,0.001594896,0.062580174,0.001594896,0.242082736,0.04187165,0.001594896,0.082885223,0.001594897,0.510451641,0.668281927,0.862449661,1.61E-06,0.53936521,0.292270189,romantic,0.842857143
70665,the ventures,lonely heart,1961,rock,reef dark cold go dream grow cold tear regret remember forget send thousand flower trade wind blow send lonely heart know come till heart reef send thousand flower trade wind blow send lonely heart know come till heart reef till heart reef,42,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.32835346,0.001422475,0.178814454,0.062802941,0.001422475,0.408692018,0.001422475,0.6187588,0.635669051,0.850401456,0.935222672,0.59295136,0.618606707,sadness,0.842857143
70667,the ventures,lonesome town,1961,rock,place lovers trouble away lonesome break hearts stay dream years heartful tear goin lonesome break hearts stay goin lonesome trouble away break hearts streets pave regret maybe lonesome learn forget place lovers trouble away lonesome break hearts stay dream years heartful tear goin lonesome break hearts stay goin lonesome trouble away break hearts streets pave regret maybe lonesome learn forget,60,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.086582964,0.000923361,0.000923361,0.000923361,0.188487489,0.000923361,0.000923361,0.073679156,0.000923361,0.637399975,0.000923361,0.669663165,0.517139707,0.971887522,0.913967611,0.180750206,0.231207221,sadness,0.842857143
70670,wanda jackson,who shot sam,1961,rock,orleans money long limousine take honky tonkin saturday night silly alright eye start roll go abowlin shoot silly half past rockin hardwood floor dirty gurdie barge silly jealous pull table start crash flash shoot police chief highway patrol knockin door long pole alyin cold cold floor shoot middle acryin surely die shoot take silly jail downtown gonna book shootin judge give say shouldn nothin half shoot drinkin white lightning start fightin shoot police chief highway patrol knockin door long pole alyin cold cold floor shoot middle acryin surely die shoot take silly jail downtown gonna book shootin judge give say shouldn nothin half shoot drinkin white lightning start fightin shoot,110,0.000835422,0.349197613,0.000835422,0.076096766,0.000835422,0.000835422,0.000835422,0.000835422,0.075221262,0.000835422,0.455206998,0.000835422,0.000835422,0.000835422,0.000835422,0.000835422,0.657749377,0.794169679,0.723895305,1.12E-05,0.967023908,0.812806967,violence,0.842857143
70672,wanda jackson,why i'm walkin',1961,rock,mind walkin ache heart talkin little hand hold tight wave goodbye tonight mind walkin mind life livin breathe breath breathin mean mind walkin pass street miss speakin charge ries keepin head bow hear song know mind walkin mind walkin,39,0.001594896,0.128987707,0.001594897,0.213386884,0.001594896,0.032534494,0.168506436,0.001594896,0.352868826,0.051899427,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.6187588,0.718944697,0.597389154,1.44E-05,0.663025556,0.436418835,obscene,0.842857143
70673,wanda jackson,slippin' and slidin',1961,rock,slippin slidin peepin hidin tell long time slippin slidin peepin hidin tell long time tell baby bold fool conniver nuthin jiver jive conniver nuthin jiver jive slippin slidin peepin hidin fool yeah slippin slidin peepin hidin tell long time slippin slidin peepin hidin tell long time tell baby bold fool slippin slidin peepin hidin tell long time slippin slidin peepin hidin tell long time tell baby bold fool solid sender know better surrender solid sender know better surrender slippin slidin peepin hidin fool slippin slidin peepin hidin tell long time slippin slidin peepin hidin tell long time tell baby bold fool,101,0.104384299,0.001196172,0.001196172,0.341821838,0.024071047,0.001196172,0.001196172,0.511780232,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.593848153,0.782324437,0.655622144,2.88E-05,0.971145919,0.905902967,night/time,0.842857143
70684,the kingston trio,senora,1961,rock,remember senora duenna senora kind chaperone senora moment garden senora steal kiss surely moment remember stir set like surely garden wisdom smile cruel curfew senora cruelly strictly impose soon signal bid gate close wiser senora moment doze remember senora duena senora kind chaperone dearly senora moment dearly senora moment,49,0.003095975,0.003095975,0.431481786,0.003095975,0.003095975,0.003095975,0.340951513,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.178031096,0.003095975,0.003095975,0.584100509,0.371381689,0.925702737,0.223684211,0.369332234,0.105077156,world/life,0.842857143
70688,the kingston trio,"oh, sail away",1961,rock,asingin asingin asingin sail away sail away fool spend money skin gals start callin sailin shore asingin asingin asingin sail away sail away trinidad know start drinkin feel take money sail mornin sailor lads want sportin trust skin gals misfortune till dyin asingin asingin asingin sail away sail away,49,0.001754386,0.076264409,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.189122288,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.384595215,0.001754386,0.558106791,0.584903725,0.609437359,6.13E-05,0.652720528,0.35033006,sadness,0.842857143
70689,the kingston trio,when my love was here,1961,rock,think spend week go year little cottage lake hold dear tree greener greener year thinkin summer star lose glitter cheer thinkin summer caretaker bring train say year hasn hasn wind meadow hide tear thinkin summer hasn hasn,37,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.052030668,0.065410268,0.002024292,0.232134432,0.389036452,0.002024293,0.053225656,0.002024292,0.002024292,0.14270443,0.002024292,0.5234485,0.483988411,0.89357419,0.00201417,0.231244847,0.106078188,music,0.842857143
70695,the kingston trio,"oh, yes, oh!",1961,rock,nice today sure good long time soldier occupation nation good long time see world roam place guess million place good long time time soldier get lonely long friendly company unfamiliar city advice work train get line pound good long time wander helterskelter seek nearest animal shelter good long time soon truest companion little melt heart stone think dreary canyon puppy bring close home store twine doggie line good long time prepare weather stand good long time mother warn daughters dangers soldier quest girls speak strangers canine world sweet young maid pass smile reply good long time puppy fix gaze step goner good long time sand time sweep away heart ache tear part pain give sake remind,116,0.000692521,0.000692521,0.104317502,0.316940204,0.000692521,0.018857654,0.000692521,0.000692521,0.000692521,0.056718127,0.181586995,0.000692521,0.026805544,0.000692521,0.141810862,0.123243229,0.680493881,0.643463323,0.774096159,0,0.971145919,0.647636643,night/time,0.842857143
70698,the kingston trio,coast of california,1961,rock,treasure hide coast california clera aground coast california deep cave see treasure steal incas capture queen mountain ocean coast california deep tide night reveal hide cave plunder riches grenada spaniard blind pleasure play ashore ensenada sail coast california delay wine woman hold sway clearly draw dark shore coast california lie mighty prize tell soul see breathe word tell soul see breathe word,62,0.001644737,0.376938826,0.001644737,0.001644737,0.001644737,0.001644737,0.07793582,0.091725598,0.001644737,0.001644737,0.124416579,0.166894008,0.001644737,0.001644737,0.001644737,0.001644737,0.600346583,0.55659821,0.485943259,0.056781377,0.508450124,0.42540748,violence,0.842857143
70701,the kingston trio,coming from the mountains,1961,rock,comin mountains northern plain california maine singin song know voice sing brothers travel travel travel rywhere rail place scale repeat comin mountains northern plain california maine singin song know voice sing brothers folk group banjo hear banjo ring learn play thing repeat comin mountains northern plain california maine singin song know voice sing brothers boys crockett die alamo hear attack know room kill repeat comin mountains northern plain california maine singin song know voice sing brothers comin mountains northern plain california maine singin song know voice sing brothers,88,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.134673741,0.21307474,0.496934065,0.001074114,0.001074114,0.139205745,0.001074114,0.001074114,0.001074114,0.654500162,0.644745276,0.736947527,3.46E-05,0.938169827,0.610598449,music,0.842857143
70704,sun ra,exotic two,1961,rock,yeah pull crib yeah pull like boss pull star know sauce sauce damn lose sauce damn lose sauce yeah pull crib yeah pull like boss pull star know sauce sauce damn lose sauce damn lose sauce oooh drip sauce know girl talk sauce magic tragic yeah live lavish fuck sauce know automatic oooh yeah pull coop young drip sauce flex drip drip yeah like color green favorite color blue line money make oooh yeah pull crib yeah pull like boss pull star know sauce sauce damn lose sauce damn lose sauce yeah pull crib yeah pull like boss pull star know sauce sauce damn lose sauce damn lose sauce oooh look nigga boss fake defrost yeah balenciaga walk bitch saucy get lose smoke poison exotic rock run like faucet run want go buy go buy yeah act tough hard flex hard foreal bluff bitch turkey get stuff yeah pull crib yeah pull like boss pull star know sauce sauce damn lose sauce damn lose sauce yeah pull crib yeah pull like boss pull star know sauce sauce damn lose sauce damn lose sauce oooh,184,0.000442282,0.000442282,0.000442282,0.000442282,0.160739041,0.000442282,0.000442282,0.000442282,0.384019736,0.000442282,0.20310113,0.070180929,0.000442282,0.067958884,0.000442282,0.000442282,0.313332611,0.644488885,0.284135827,0.309716599,0.525968673,0.912910193,obscene,0.842857143
70705,the clash,white riot,1961,rock,white riot wanna riot white riot riot white riot wanna riot white riot riot black problems mind throwin brick white people school teach real everybody doin tell want jail white riot wanna riot white riot riot white riot wanna riot white riot riot power hand people walk street chicken everybody doin tell want jail white riot wanna riot white riot riot white riot wanna riot white riot riot takin takin order goin backwards goin forward white riot wanna riot white riot riot white riot wanna riot white riot riot,89,0.001119821,0.463353688,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.253508687,0.001119821,0.001119821,0.001119821,0.036780915,0.001119821,0.001119821,0.001119821,0.397812195,0.76599236,0.079215943,0.824898785,0.321929101,0.823818321,violence,0.842857143
70706,the clash,armagideon time,1961,rock,stay play like travel people supper tonight people justice tonight battle gettin hotter iration armagideon time people runnin hidin tonight people justice tonight remember kick guide armagideon time comin people remember kick guide armagideon time armagideon christmas time armagideon people need right time push people supper tonight people sittin light people supper tonight people justice tonight remember kick guide armagideon time armagideon time,63,0.00122399,0.00122399,0.083709725,0.404353876,0.00122399,0.00122399,0.00122399,0.00122399,0.257545001,0.00122399,0.00122399,0.00122399,0.236031544,0.00122399,0.00122399,0.00122399,0.446550417,0.694818347,0.010942782,2.60E-06,0.438375927,0.526511739,night/time,0.842857143
70707,wanda jackson,there's a party goin' on,1961,rock,beefsteak charly athrowing feast right corner road east party goin party goin gonna swing shake shimmy till break everybody grab sunday best charly nest cause party goin party goin gonna swing shake shimmy till break betcha yeah grab shoe baby grab mink leave dish kitchen sink cause party goin party goin gonna swing shake shimmy till break yeah yeah yeah need rocket space charly asaving place cause party goin party goin gonna swing shake shimmy till break gonna swing shake shimmy till break,83,0.018920685,0.000809717,0.000809717,0.000809717,0.094856399,0.000809717,0.000809717,0.000809717,0.56795327,0.000809717,0.14170445,0.000809717,0.065250988,0.000809717,0.000809717,0.000809717,0.493122495,0.801784478,0.599397188,0.001963563,0.942291838,0.962961806,obscene,0.842857143
70708,bobby vee,one last kiss,1961,rock,kiss kiss kiss kiss baby kiss felt like baby like know need kiss time baby time feel fine baby fine know need kiss darling right goodnight like baby need kiss kiss baby kiss felt like baby like know need kiss darling right goodnight like baby need kiss kiss baby kiss felt like baby like know need kiss kiss kiss,59,0.211124676,0.000907441,0.000907441,0.063083789,0.098055997,0.000907441,0.366283532,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,0.248747832,0.000907441,0.000907441,0.620924943,0.599159039,0.752007783,0,0.968054411,0.397378577,romantic,0.842857143
70709,wanda jackson,tongue tied,1961,rock,great good golly thrill apple whisper real speechless neenieneenieny tongue tie tongue tie yeah ahahah tryin yeah shop heart start poppin like popcorn walk say sweety neenieneenieny tongue tie tongue tie yeah go ahahahbah yeah love flat stand feet itchy twitchy feel look eye neenieneenieny tongue tie tongue tie yeah ohwaheh yeah neenieneenieny tongue tie tongue tie yeah ohwaheh wanna,60,0.00122399,0.53986349,0.00122399,0.00122399,0.170790518,0.00122399,0.110070331,0.00122399,0.045574571,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.093278221,0.450882703,0.783375638,0.628513683,1.77E-05,0.922712284,0.942941161,violence,0.842857143
70710,the ventures,(ghost) riders in the sky,1961,rock,cowpoke go rid dark ridge rest go mighty herd redeyed cow ploughin rag sky cloudy draw yippeeyiay yippeeyio ghost herd brand hooves steel horn black shiny breath feel bolt fear go thunder riders comin hard hear mournful yippeeyiay yippeeyio ghost riders face gaunt eye blur shirt soak sweat ridin hard catch herd catch cause ride forever range horse snortin ride hear yippeeyiay yippeeyio ghost riders riders lop hear want save soul hell ariding range cowboy change ways today ride atry catch devil herd endless sky yippeeyiay yippeeyio ghost herd ghost riders,91,0.001096491,0.445464647,0.123183826,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.038944696,0.001096491,0.212330479,0.072226218,0.001096491,0.001096491,0.001096491,0.069751692,0.555940648,0.683152578,0.693774793,0.275303644,0.496084089,0.593580901,violence,0.842857143
70714,elvis presley,i'm coming home,1961,rock,hard leave lonely pass lonely sit dream girl thousand away lonely have picture know stand anymore go leave right ought go home girl time hear sweet voice telephone know stand go right tell come home stay come home stay come home stay,42,0.001253133,0.001253133,0.001253133,0.132650415,0.001253133,0.001253133,0.001253133,0.113506051,0.001253133,0.379811225,0.001253133,0.001253133,0.001253133,0.056878064,0.299610384,0.001253133,0.542943789,0.658051945,0.57128471,2.84E-05,0.922712284,0.829824515,music,0.842857143
70717,elvis presley,give me the right,1961,rock,right hold tonight tear cry right need want arm right look deep heart like look change time plead need want bring thrill right right,24,0.002192983,0.002192983,0.002192983,0.324560812,0.086868032,0.002192982,0.162346274,0.002192983,0.002192983,0.002192983,0.002192982,0.002192983,0.002192982,0.115400994,0.192520422,0.002192982,0.360987761,0.618260134,0.841365303,0.000653846,0.735160758,0.348327996,night/time,0.842857143
70718,elvis presley,judy,1961,rock,somebody true know dread know go sweet wither like flower fall know come promise true dear dear dear,18,0.068891868,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.485110942,0.149401257,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.055594241,0.074800537,0.125953475,0.601429655,0.581442453,0.830321115,0.000434211,0.967023908,0.455438448,romantic,0.842857143
70719,elvis presley,"i slipped, i stumbled, i fell",1961,rock,look wham head heel guess banana peel feel feel slip stumble fell crazy kiss boom head sky guess like cake skate tell slip stumble fell think trick sweet talk lie trick busy dazzle dizzy fell like bricks knees weak head spin guess turn upside think hurt turn swell slip stumble fell knees weak head spin guess turn upside think hurt turn swell slip stumble fell slip stumble fell,68,0.001119821,0.133829793,0.001119821,0.001119821,0.001119821,0.001119821,0.044525146,0.247181952,0.001119821,0.001119821,0.001119821,0.164186359,0.001119821,0.048443212,0.347275867,0.001119821,0.531030001,0.684024306,0.8353412,0,0.976298434,0.689679998,sadness,0.842857143
70722,elvis presley,put the blame on me,1961,rock,wrong long arm strong blame blame felt good hold tight couldn stop kiss goodnight tell heave right blame blame feel deep inside real hide ahead proud blame talk bother blame blame,31,0.001814882,0.001814882,0.001814882,0.062885757,0.001814882,0.001814882,0.139819451,0.234098316,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.36430126,0.138363265,0.562439077,0.658616004,0.729919408,0,0.872217642,0.722714063,sadness,0.842857143
70724,elvis presley,can't help falling in love,1961,rock,wise fool rush help fall shall stay help fall lyric commercial,11,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.171529425,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.09569378,0.004784689,0.384707123,0.004784689,0.396729124,0.518165269,0.956827266,0.000145749,0.377576257,0.24422064,sadness,0.842857143
70729,elvis presley,island of love,1961,rock,kauai island lovely princess islands kauai island listen hear call aloha welcome palm tree gently hula slave wave rush kiss shore heaven kauai island,24,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.191459656,0.004784689,0.004784689,0.332623616,0.004784689,0.17523987,0.004784689,0.004784689,0.004784689,0.004784689,0.459547276,0.377355588,0.978915641,0.001659919,0.333264633,0.108080252,music,0.842857143
70732,elvis presley,no more,1961,rock,starlight caress hair feel tender kiss share close eye clearly heart remember thousand goodbyes embers darling heart forever belong memory know come arm belong come sweethearts feel touch hand light make dark eye shine wish cause sorrow tomorrow,38,0.001644737,0.001644737,0.189187202,0.001644737,0.001644737,0.001644737,0.228492066,0.001644737,0.001644737,0.001644737,0.001644737,0.224964722,0.001644737,0.001644737,0.332684956,0.001644737,0.508285498,0.554624003,0.911646498,0,0.673330585,0.221196898,sadness,0.842857143
