,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
39752,louis prima,eleanor,1951,blues,open open open door open open open door outside cold freezin listen lover sneezin achoo open open open door shower hug kiss galore kiss anymore think door open open open door faccia brutto faccia brutto anymore chicken cacciatore eat meat throw bone open open open door openza door cold outside baby,51,0.036724509,0.156539024,0.001422475,0.001422475,0.001422475,0.001422475,0.085809477,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.699589863,0.001422475,0.641503303,0.714457862,0.939758976,3.87E-05,0.949505359,0.428410577,sadness,0.985714286
39753,louis prima,basta,1951,blues,basta basta basta basta begin stop basta basta basta basta get rough hardly catch breath squeeze death color blindness light kill kindness face alet neck alet ears alet head basta basta basta basta tender touch release clutch basta basta basta basta basta basta basta commence cease yell police basta basta basta basta give squeeze easy long train iron grip hate complainin alet throat alet alet basta basta basta basta gettin rough pretty fluff tough guff basta basta basta basta basta basta basta get rough hardly catch breath squeeze death color blindness light face alet neck alet ears alet head basta basta basta basta tender touch release clutch basta basta basta,110,0.001503759,0.507034661,0.001503759,0.033049527,0.001503759,0.001503759,0.00150376,0.001503759,0.060397431,0.001503759,0.00150376,0.104584786,0.001503759,0.04015931,0.001503759,0.001503759,0.80288097,0.708919827,0.912650515,1.80E-06,0.806265458,0.435417803,violence,0.985714286
39763,ella fitzgerald,you'll have to swing it (mr. paganini),1953,blues,concert carnagie maestro take say dear friends give sorry balcony high suddenly come mournful paganini play rhapsody play sing sing simply scat listen paganini breathlessly await masterful tente sling sling simply scat hear repertoire final greet wild applause great ovation interpretation care moonlight sky blink fireflies paganini meanie sleeve come spring spring simply scat listen paganini play rhapsody play sing boys bop need stop scat listen paganini breathlessly await masterful tente come spring boys bop need stop scat hear repertoire final greet greet wild applause great ovation interpretation scat listen paganini meanie sleeve come spring spring simply swing,98,0.001196172,0.001196172,0.001196172,0.001196172,0.043495253,0.001196172,0.001196172,0.06461261,0.001196172,0.558523694,0.183989519,0.043386566,0.049172693,0.001196172,0.001196172,0.001196172,0.442218131,0.703740738,0.822288978,0,0.468260511,0.231207221,music,0.957142857
39766,ella fitzgerald,it might as well be spring,1953,blues,restless windstorm jumpy puppet string spring fever know spring starry eye vaguely discontent like nightingale song sing spring fever spring wish walk strange street hear word head meet busy spider spin daydream giddy baby swing see crocus rosebud wing feel melancholy spring spring,43,0.04551647,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.506819781,0.001949318,0.416474663,0.001949318,0.001949318,0.001949318,0.001949318,0.273258962,0.651744738,0.674698469,0,0.327081616,0.254230963,music,0.957142857
39767,ella fitzgerald,thanks for the memory,1953,blues,thank memory things forget journey wond rous week martinique vegas roulette thank memory summer waikiki london stop cozy breakup morningafter long sound laughter laugh thank memory touch thrill live learn love miss thank memory barbecue malibu away smog rainy thank memory letter destroy book enjoy tonight things look need book freud brainy go even broadway great begin late wish watch know fallacy grow baby roses forget roses thank,68,0.024924257,0.001169591,0.46322047,0.080943318,0.001169591,0.001169591,0.085087706,0.001169591,0.001169591,0.114240909,0.001169591,0.001169591,0.001169591,0.001169591,0.164639432,0.03026039,0.249431387,0.679460554,0.881525985,2.50E-06,0.191055235,0.330309415,world/life,0.957142857
39768,ella fitzgerald,"lover, come back to me",1953,blues,go away break tie bind want forget leave past magic night stay forever mind blue high moon eager heart sing lover come past go away ache heart sing lover come remember little thing lonely road walk walk wonder lonely blue night cold moon wait heart sing lover come remember little thing grow lonely road walk walk wonder lonely blue night cold moon wait heart sing lover come,67,0.000797448,0.000797448,0.076461774,0.055498452,0.000797448,0.041815815,0.081260064,0.000797448,0.000797448,0.192665706,0.059753721,0.128273862,0.000797448,0.000797448,0.340300425,0.000797448,0.554857576,0.80445094,0.658634195,0,0.818631492,0.594581933,sadness,0.957142857
39769,ella fitzgerald,taking a chance on love,1953,blues,writers hear trumpet blow aglow take slide ride starry eye take think card frameup take game hearts high things mend rainbow blend end take instrumental break slip grip take prove life take walk horseshoe clover brother rabbit course better kiss foot goodbye ball rid fall gonna take,47,0.001594896,0.001594896,0.059714296,0.001594896,0.001594896,0.001594897,0.075559218,0.067948831,0.173033155,0.001594897,0.24955958,0.001594896,0.001594896,0.001594896,0.320991288,0.001594896,0.225603812,0.728226034,0.88353402,0,0.397155812,0.343322835,sadness,0.957142857
39770,ella fitzgerald,between the devil and the deep blue sea,1953,blues,want hate lose devil deep blue forgive cause forget devil deep blue oughta cross list come knockin door fate heart twist come run hate guess devil deep blue oughta cross list come knockin door fate heart twist come run hate guess scat interlude devil deep blue,46,0.074698654,0.473511696,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.122020459,0.001349528,0.001349528,0.001349528,0.001349528,0.281533205,0.001349528,0.477959493,0.795451632,0.763051971,0,0.83202803,0.467450835,violence,0.957142857
39773,billie holiday,yesterdays,1953,blues,yesterdays yesterdays days know sweet sequester days olden days golden days days romance youth truth free flame life sooth today dreamin yesterdays yesterdays yesterdays days know sweet sequester days olden days golden days days romance youth truth free flame life sooth today dreamin yesterdays,44,0.001814882,0.001814882,0.638862248,0.001814882,0.001814882,0.001814882,0.132086625,0.001814882,0.001814882,0.001814882,0.001814882,0.127204929,0.074622967,0.001814882,0.001814882,0.001814882,0.499620925,0.474860908,0.946787095,3.42E-05,0.251854905,0.044614807,world/life,0.957142857
39775,billie holiday,i can't face the music,1953,blues,breeze stop moanin weird melodies leave face music singin blue rhythm window pane drive insane face music singin blue heart break speak lord sympathy help help deap blue gonna misery leave face music singin blue,35,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.104954577,0.001949318,0.001949318,0.001949318,0.358914968,0.001949318,0.001949318,0.001949318,0.001949318,0.331799538,0.001949318,0.620924943,0.48455247,0.979919659,0.029251012,0.369332234,0.100071994,music,0.957142857
39777,billie holiday,remember,1953,blues,sweet expression smile give look meet easy remember hard forget hear whisper know easy remember hard forget dream hand caress finger press tight dream lonely feel steal night little moment clear bring regret easy remember hard forget,37,0.001503759,0.001503759,0.440735282,0.00150376,0.001503759,0.067999888,0.263992085,0.00150376,0.001503759,0.041757908,0.001503759,0.001503759,0.001503759,0.00150376,0.109657734,0.00150376,0.620924943,0.539035459,0.989959829,0.003016194,0.670239077,0.18215664,world/life,0.957142857
39781,odetta,no more cane on the brazo,1954,blues,cane brazos grind molasses rise rise bring judgement sure sentence like ninetynine years dog brazos wouldn shoulda nineteen drivin women like nineteen dead body cane brazos grind molasses,28,0.003759399,0.515990766,0.003759399,0.003759398,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.250414453,0.003759399,0.003759399,0.173444404,0.003759399,0.003759399,0.408642911,0.619824116,0.944779061,0.001548583,0.280708986,0.128100898,violence,0.942857143
39784,odetta,santy anno,1954,blues,sail cross river liverpool heave away santy anno horn frisco californio heave away heave away santy anno heave away californio plenty gold tell heave away santy anno plenty gold tell californio heave away heave away santy anno heave away californio days heave away santy anno days good time californio heave away heave away santy anno heave away californio,58,0.002192982,0.002192983,0.142186733,0.002192983,0.002192982,0.002192982,0.002192982,0.071881925,0.002192983,0.002192982,0.002192983,0.101132345,0.002192982,0.002192982,0.528518289,0.043861331,0.386981479,0.877368408,0.881525985,0,0.923742786,0.609597417,sadness,0.942857143
39791,ella fitzgerald,i'm glad there is you,1954,blues,world ordinary people extraordinary people world overrate pleasures underrate treasure live live role muddle guide world play hardly stay world play hardly stay,23,0.004048583,0.004048583,0.624278668,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.160920647,0.004048583,0.004048583,0.150023356,0.004048583,0.004048583,0.004048583,0.254846745,0.53790734,0.99297188,0.000261134,0.195177246,0.118090575,world/life,0.942857143
39793,ella fitzgerald,what is there to say?,1954,blues,dream seek practically speak come true pull know moment contentment wholement lovable livable beauty unforgivable marvel word effect heart deadlock face wedlock lovable livable beauty unforgivable marvel word effect heart deadlock face wedlock,33,0.003289474,0.220363689,0.003289474,0.003289474,0.003289474,0.003289474,0.105648823,0.003289474,0.003289474,0.003289474,0.003289474,0.276688743,0.003289474,0.003289474,0.347956638,0.003289474,0.444384274,0.60049227,0.99297188,3.11E-06,0.299258038,0.111083349,sadness,0.942857143
39796,ella fitzgerald,my heart belongs to daddy,1954,blues,fall boys young cuties incline mind duties begin share sweet affair date caddie pose cause baby know heart belong daddy good scout invite dine fine finnan haddie baby sure secure cause heart belong daddy heart belong daddy simply couldn gonna daddy feel romantic laddy warn right start heart belong daddy daddy belong heart,53,0.069321389,0.001385042,0.001385042,0.065005636,0.001385042,0.173201393,0.036637626,0.001385042,0.001385042,0.001385042,0.04740676,0.001385042,0.028063462,0.001385042,0.479328371,0.053971796,0.382649193,0.569161347,0.991967863,3.83E-06,0.150865622,0.099171065,sadness,0.942857143
39799,ella fitzgerald,please be kind,1954,blues,affair kind handle heart care kind grand dream parade understand fade tell kind tell needn fear kind cause leave dear know heart lose mind kind,25,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.113780032,0.544336021,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.301783695,0.002506266,0.247265244,0.600261518,0.994979915,8.51E-06,0.202390767,0.145118446,sadness,0.942857143
39805,ella fitzgerald,you leave me breathless,1954,blues,leave breathless heavenly thing look wonderful like breath spring leave speechless like bird fill loss word little grin funny chin heart lips darling final touch heart leave breathless breath away little grin funny chin heart lips darling final touch heart leave breathless breath away,44,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.072675211,0.214771997,0.053243821,0.001644737,0.102460276,0.001644737,0.001644737,0.001644737,0.106838606,0.428628509,0.001644737,0.311166468,0.587775299,0.989959829,0,0.139530091,0.098670549,sadness,0.942857143
39808,ella fitzgerald,foolish tears,1955,blues,tryin forget think dear tryin forget cause realize try forget tear eye teardrops remind foolish pride knockin knockin door tryin impress hopin possess know dear denyin blame fellow tryin teardrops remind foolish pride knockin knockin door tryin impress hopin possess know dear denyin blame fellow tryin,46,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.118943857,0.099763412,0.254715922,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.499353577,0.001814882,0.234268385,0.514037382,0.981927693,0,0.406430338,0.144117414,sadness,0.928571429
39810,josh white,you don't know my mind,1955,blues,yeah freestyle beat sound kind acapella right better like joint good look bellow belt blow smoke versace body cold rock bold come twice nice niggas soft sugar spice know go flow time morning money flow go real baby know trill deal baby know whats time come niggas try everybody actin like hard body like buff come long body know girl hottie things know fresh like come cause fresh clean know bar mean twice body nice know write come freestyle bar wild know know stay crew shit sorry cough sick niggas fall stay riches stop worry hoe bitch streets know start proud get loud track know blow loud know herd girl plan know know go say whoop time time funny dudes rhyme know happen hard time know like grind time know go cause time shine time leave come cause know come like remember know stop come know go go morning money flow feel good feel good misunderstand dang,157,0.081933911,0.000401768,0.000401768,0.069121364,0.010254852,0.000401768,0.000401768,0.251096632,0.335699418,0.000401768,0.000401768,0.029063849,0.000401768,0.077874874,0.000401768,0.100040953,0.632838731,0.398610363,0.886546071,0.006558704,0.428070899,0.056226781,obscene,0.928571429
39815,johnny ace,anymore,1955,blues,darling prove real true believe anymore promise till trust anymore life mistreat blue lover best dear darling tell walk dear door worry anymore darling tell walk dear door worry anymore,30,0.001754386,0.001754386,0.060166985,0.001754386,0.001754386,0.001754386,0.313076105,0.564324455,0.001754386,0.036116664,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.429221272,0.616798708,0.956827266,0.000519231,0.314715581,0.301279479,romantic,0.928571429
39816,johnny ace,my song,1955,blues,tell leave tear go hours like years darling sing song leave make heart beat slow wonder tell wrong come come oughtta stay cause eternity tell leave tear go hours like years darling sing song come come oughtta stay cause eternity tell leave tear go hours like years darling sing song,50,0.063781617,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.070111041,0.132045277,0.001119821,0.276247305,0.001119821,0.001119821,0.001119821,0.062677232,0.311764848,0.035677439,0.362070833,0.670974028,0.993975898,0.001012146,0.572341303,0.272249544,sadness,0.928571429
39817,johnny ace,saving my love for you,1955,blues,say want baby feel good cause believe save long believe save remember september kiss say goodbye pretend darling want long believe save,22,0.053884843,0.002392345,0.388650838,0.002392345,0.002392345,0.002392345,0.185464198,0.144658564,0.002392345,0.002392345,0.002392345,0.002392345,0.002392344,0.002392345,0.002392345,0.094494546,0.440051987,0.571827808,0.969879488,0.000573887,0.249793899,0.184158704,world/life,0.928571429
39824,cannonball adderley,the masquerade is over,1955,blues,eye shine like shine thrill go lips meet afraid masquerade word mean mean inspire routine afraid masquerade guess play pagliacci clown disguise learn laugh like pagliacci tear eye look look heart say afraid masquerade,34,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.094076416,0.254576828,0.002024292,0.002024292,0.002024292,0.141870674,0.002024292,0.156912619,0.32422338,0.002024292,0.224520741,0.667410199,0.81124479,0.651821862,0.373454246,0.323302189,sadness,0.928571429
39825,cannonball adderley,falling in love with love,1955,blues,yeah encounter defeat defeat black beautiful beauty black blemish apparent beauty intact unite journey familiar sport music struggle black experience learn brave heroes burden heavy feel passion demeanor talk queen latifah queen game match court worldleader sport speak crime lebron wear breathe shirt layup line different name bump pregame steph curry tell bump throw threes high beneath touchdown score point people respect trayvon tamir reppin fall sons stop fall stumble ride tryna blow like beautiful horn coltrane cannonball adderley rock stag narrate journey time speak spread truth wider dizzy gillespie cheek culture delete understand thing undefeated yeah undefeated real righteous relevant hear yeah,103,0.001119821,0.354923813,0.001119821,0.001119821,0.0669782,0.001119821,0.001119821,0.001119821,0.372782645,0.001119821,0.001119821,0.001119821,0.001119821,0.188518028,0.001119821,0.001119821,0.411892126,0.654513755,0.787148381,0.016194332,0.760923331,0.381362061,obscene,0.928571429
39827,johnny ace,pledging my love,1955,blues,forever darling true forever promise darling return soul dear forever burn heart command dear hold make desire dear keep goal forever rest days love ways promise darling return soul dear forever burn heart command dear hold make desire dear love goal forever rest days love ways promise darling return soul dear forever burn,53,0.001052632,0.001052632,0.275336675,0.001052632,0.001052632,0.001052632,0.484302576,0.001052632,0.001052632,0.001052632,0.001052632,0.110350855,0.001052632,0.001052632,0.001052632,0.001052632,0.415141341,0.622234187,0.923694703,2.14E-05,0.320898599,0.301279479,romantic,0.928571429
39830,dinah washington,blue gardenia,1955,blues,blue gardenia blue toss aside like gardenia near heart tear drop start tear drop hide live hour tell bloom like petals fell blue gardenia throw pass breeze press press book memories live hour tell bloom like petals fell blue gardenia throw pass breeze press book memories press book memories,49,0.001461988,0.001461988,0.108634186,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.20383142,0.377984672,0.001461988,0.001461988,0.001461988,0.001461988,0.287619897,0.001461988,0.537528431,0.556854601,0.974899573,0.001005061,0.186933223,0.110082317,music,0.928571429
39833,dinah washington,i've got you under my skin,1955,blues,skin deep heart deep heart skin try say affair resist baby know skin sacrifice come sake have near spite warn voice come night repeat repeat know little fool mentality reality time think make stop begin cause skin sacrifice come sake have near spite warn voice come night repeat yell know little fool mentality reality time think make stop begin cause skin yeah skin,63,0.083092479,0.300407553,0.001031992,0.121018573,0.021562534,0.042450931,0.001031992,0.24997311,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.126633651,0.001031992,0.497454782,0.628336282,0.704818981,0.006912955,0.845424567,0.505490061,violence,0.928571429
39834,cannonball adderley,willow weep for me,1955,blues,think wear hair love love reason mislead despite things say wear hair love love reason occur smile face ways mislead despite things say wear hair love love reason know depths heart darling mmmmmmm,33,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.349044463,0.354042031,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.265724421,0.001949318,0.001949318,0.472544135,0.643181294,0.944779061,0.712550607,0.346661171,0.260237157,romantic,0.928571429
39836,dinah washington,i could write a book,1955,blues,ask write book walk whisper look write preface world forget simple secret plot tell world discover book end lovers friends,20,0.002923977,0.002923977,0.335057332,0.002923977,0.002923977,0.002923977,0.084716134,0.411696838,0.002923977,0.124670046,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.657749377,0.623157193,0.944779061,0.001214575,0.586768343,0.258235092,world/life,0.928571429
39841,dinah washington,i get a kick out of you,1955,blues,story tell practically rything leave totally cold exception know quiet spree fight vainly ennui suddenly turn fabulous face kick champagne mere alcohol thrill tell true kick kick cocaine sure take sniff bore terrific kick kick time stand kick clear obviously kick plane fly high galguy idea kick,47,0.001879699,0.257173368,0.001879699,0.001879699,0.001879699,0.001879699,0.055594284,0.249814832,0.346232312,0.001879699,0.001879699,0.064869414,0.001879699,0.001879699,0.001879699,0.001879699,0.698906098,0.601210163,0.765060005,1.63E-05,0.58573784,0.275252641,obscene,0.928571429
39842,dinah washington,easy living,1955,blues,live easy live easy live life regret things give easy maybe fool people rule wave hand darling grand understand live easy live easy live life maybe fool people rule wave hand baby grand understand live easy live easy live life,40,0.027803104,0.001349528,0.499925438,0.001349528,0.001349528,0.001349528,0.060541915,0.140621584,0.001349528,0.001349528,0.001349528,0.001349528,0.048367643,0.001349528,0.001349528,0.001349528,0.628506444,0.506807169,0.967871454,0.000194332,0.236397362,0.076747942,world/life,0.928571429
39843,ella fitzgerald,pete kelly's blues,1955,blues,things things blue threaten start bet lose hide prayer blue come mean blue blue exit blue bear blue think choose dream dues stick fresh outta luck blue exit blue bear gotta blue think choose dream dues stick outta luck blue blue choose blue,43,0.001461988,0.001461988,0.333060966,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.218135545,0.366646988,0.001461988,0.001461988,0.060226674,0.001461988,0.001461988,0.001461989,0.333910972,0.56500782,0.955823249,0,0.201360264,0.162135995,music,0.928571429
39845,dinah washington,you go to my head,1955,blues,head head linger like haunt refrain spin round brain like bubble glass champagne head like sparkle burgundy brew mention like kicker julep thrill think think plea cast spell hold head smile make temperature rise like summer thousand july intoxicate soul eye certain heart hasn ghost crazy romance head,48,0.001754386,0.340963946,0.001754386,0.001754386,0.001754386,0.001754386,0.131871772,0.001754386,0.001754386,0.001754386,0.001754386,0.172401985,0.001754386,0.328446507,0.001754386,0.001754386,0.498537853,0.572443145,0.789156415,0.008076923,0.535243199,0.326305286,violence,0.928571429
39846,ella fitzgerald,i hadn't anyone till you,1955,blues,hadn till lonely till awake wonder wide world save give till lonely heart demand cupid take hand hadn till lonely heart demand cupid take hand hadn till,27,0.002506266,0.002506266,0.14274389,0.002506266,0.002506266,0.002506266,0.374373071,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.442782788,0.002506266,0.273258962,0.529574648,0.981927693,0.000125506,0.188994229,0.141114317,sadness,0.928571429
39847,dinah washington,alone together,1955,blues,crowd world proud cling strong long blind rain starless night vain fear deep great weather great unknown,17,0.003759398,0.315226698,0.003759399,0.153892013,0.003759398,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.335627998,0.003759399,0.003759399,0.003759399,0.490956352,0.487629157,0.963855385,0.941295547,0.52493817,0.168142188,violence,0.928571429
39848,ella fitzgerald,lover's gold,1955,blues,lover near hear speak softly breathe flame lover dance glance eye till entrance music die future plan design promise continue lover tender tender fear depart lover surrender heart lover immoral quarrel lips want kiss devil resist continue lover tender tender fear depart lover surrender heart,45,0.001814882,0.302540508,0.001814882,0.001814882,0.001814882,0.001814882,0.48866825,0.001814882,0.001814882,0.055953045,0.001814882,0.09070303,0.001814882,0.001814882,0.001814882,0.001814882,0.234268385,0.589775146,0.912650515,2.67E-06,0.186933223,0.154127737,romantic,0.928571429
39849,dinah washington,this can't be love,1955,blues,sale stand line like black friday line fight mine shit drop dime kill kill black black crime reach prime let fast slow pump fake life stress best home work work home shit pass test raise frequency hard shit easily recently negative energy crib eat eat rappers good eminem proof blindrip proof comprehend bizarre depend deaf right ones leave take step step short cut short change mind line favorite sport bust like newport unlock course welcome free attention rap tension positive force lose dark thoughts keep heart pure knowledge unlock doors watch gandhi meditate elevate educate penetrate pencil paper symbols get better chillin nature talk super power want rest brain think know program certain time program certain crimes program spread certain line program improvise rise surprise,125,0.000785546,0.298118048,0.046989294,0.073857036,0.000785546,0.000785546,0.000785546,0.000785546,0.345363792,0.000785546,0.160405865,0.000785546,0.021548634,0.000785546,0.02820169,0.000785546,0.490956352,0.624951927,0.90060231,0.000151822,0.615622424,0.313291867,obscene,0.928571429
