,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
54332,dean martin,i don't care if the sun don't shine,1950,jazz,label vitamin like vitamin alright like vitamin vitamin doggone care shine lovin even time baby go go meet baby kiss kiss kiss kiss time kiss time like keep score care shine lovin even time baby kiss kiss kiss kiss time kiss time like keep score care shine lovin even time baby,51,0.166018568,0.001196172,0.001196172,0.198032993,0.001196172,0.001196172,0.318618876,0.001196172,0.001196172,0.001196172,0.001196172,0.124300144,0.001196172,0.12303746,0.001196172,0.05444172,0.644752518,0.647104069,0.930722822,0.000334008,0.808326463,0.315293931,romantic,1
54336,erroll garner,i don't know why (i just do),1950,jazz,weep maverick nigga inadequate girl spend money teach better bitch woman excuse mouth foul lately champion live life toast good fuck negative guess competitive life true lesson damn bunch fake solitary spend time perish expect leverage believe evolution heaven fall catch lord open grate right sale soul bruh quickest situation change wrong route children today guidance leave supper fee knowledge ways want see niggas gossip body success appreciate iching real shit real discussion want resurrection judgment funny niggas change little money work know bless lord guide devil yeah scream need help flesh paris mind right fuck money soul hoe good swear haters want plot dare early worm catch grow shit nigga adolescence stand tall game jermone bettis basic kill shit need medic niggas want high jumpers knee feel like hundreds count grow pedestal capture moment go yeah typical fuck niggas cause mission bigger hurt know ones dirt ball shuttleworth take nigga drop come bench starter hood niggas play key erroll garner,161,0.000521105,0.08334572,0.200467172,0.000521105,0.035437917,0.068051597,0.000521105,0.000521105,0.455137859,0.000521105,0.000521105,0.000521105,0.020634245,0.012646843,0.023198852,0.055954722,0.514783927,0.298361664,0.995983932,0.876518219,0.165292663,0.048919246,obscene,1
54340,george shearing,i'll remember april,1950,jazz,shear quintet lovely lengthen even sigh goodbye walk remember content love lips warm spring afraid autumn sorrow remember dwindle glow ash flame live little forget lonely remember smile,28,0.002392345,0.002392345,0.271447849,0.002392345,0.002392345,0.048427252,0.322101042,0.002392345,0.002392344,0.06904882,0.002392345,0.138348464,0.002392345,0.002392345,0.119526094,0.002392345,0.613343442,0.326538984,0.991967863,0.906882591,0.598103875,0.114086446,romantic,1
54342,doris day,here in my arms,1950,jazz,arm adorable deplorable lips kissable permissible share heart lonely hold arm adorable deplorable arm adorable kissable permissible share heart lonely hold arm adorable adorable deplorable,25,0.003759398,0.003759398,0.003759399,0.003759399,0.003759398,0.003759398,0.932330826,0.003759399,0.003759398,0.003759399,0.003759398,0.003759399,0.003759398,0.003759398,0.003759399,0.003759398,0.250514459,0.543778684,0.915662566,0,0.170445177,0.17314735,romantic,1
54344,vic damone,an affair to remember,1950,jazz,affair wondrous thing rejoice remember bear embrace tear time space affair flame burn eternity hand fervent prayer live share affair remember hand fervent prayer live share affair remember,28,0.003095975,0.003095975,0.678303856,0.003095975,0.003095975,0.003095975,0.003095976,0.003095975,0.003095975,0.003095975,0.003095975,0.190816993,0.081343546,0.003095975,0.003095976,0.003095975,0.262428247,0.632489808,0.884538037,1.67E-05,0.234336356,0.366346577,world/life,1
54345,george shearing,conception,1950,jazz,drink miserable miracle sink belly cherryfalls bouncin wall live dead night constant fight socialite tide darken room look gloom leave soon scar find scar grow know mean burst seam souled fuel ears leave fear know live fast smoke joke unrestrained come gonna feel pain piss drain week tire campaign interchangeable see see like trouble trouble free scar find scar grow know mean burst seam souled fuel ears leave fear know live fast scar find scar grow know mean burst seam souled fuel ears leave fear know live fast,88,0.00093985,0.330006324,0.142438803,0.00093985,0.00093985,0.00093985,0.00093985,0.258970612,0.00093985,0.00093985,0.184539356,0.00093985,0.052788365,0.00093985,0.00093985,0.00093985,0.597097368,0.355562393,0.984939744,0.925101215,0.612530915,0.166140124,violence,1
54346,george shearing,september in the rain,1950,jazz,leave come tumble remember september rain go like die september rain word hear whisper raindrops play sweet refrain spring september september rain word hear whisper raindrops play sweet refrain spring september september rain september bring pain september rain,38,0.002024292,0.002024292,0.002024292,0.002024292,0.002024291,0.002024292,0.002024292,0.002024292,0.002024292,0.716694177,0.002024292,0.002024292,0.002024292,0.002024292,0.073479107,0.002024292,0.528863858,0.313463067,0.929718805,0.726720648,0.590890354,0.142115349,music,1
54347,george shearing,pick yourself up,1950,jazz,pick deep breath dust start impossible chin grind pick dust start lose confidence slip grateful pleasant pick dust start work like soul inspire battle sick tire remember famous fall rise pick dust start work like soul inspire till battle sick tire remember famous fall rise deep breath pick dust start,50,0.001315789,0.448888515,0.00131579,0.00131579,0.001315789,0.043817512,0.00131579,0.00131579,0.00131579,0.00131579,0.20227601,0.00131579,0.001315789,0.00131579,0.285281121,0.001315789,0.614426514,0.324154552,0.983935727,0.928137652,0.710428689,0.156129801,violence,1
54348,doris day,oh me! oh my! oh you!,1950,jazz,care forever end world splendid care dear true lips eye blue handsome sweet simply lift feet,16,0.003759399,0.003759399,0.249177676,0.003759399,0.003759398,0.003759399,0.375627869,0.003759399,0.003759399,0.083301157,0.003759399,0.235502317,0.003759399,0.003759399,0.003759399,0.003759399,0.767139608,0.481527062,0.626505649,0,0.654781533,0.15112464,romantic,1
54349,doris day,i know that you know,1950,jazz,know know choose lose wish know long hold arm time time twill soon goodbye time starlight hold tight little kiss nightynight know know choose lose wish know long hold arm time time twill soon goodbye time starlight hold tight little kiss nightynight,42,0.001422475,0.001422475,0.001422475,0.28561236,0.001422475,0.057105484,0.342176221,0.257187301,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.65991552,0.487680435,0.875501883,1.75E-06,0.635201979,0.320299092,romantic,1
54351,dean martin,muskrat ramble,1950,jazz,look shuffle shuffle ramble scramble head hustle bustle buzz happily wait station look train number sevenonine huff puff arrive time think arrive band dixieland gonna play muskrat ramble tune hear play ready parade come join throng feel beat ramble scramble muskrat song come ramble look shuffle shuffle look band parade look happiness go everybody celebrate look drummer entertain gang cling clang bang change dead alive band dixieland gonna hear play dixieland better reservation plan person night stand come folks come join throng feel beat shuffle scuffle muskrat song come ramble,90,0.061140015,0.096754423,0.083148215,0.088665404,0.022474451,0.001119821,0.001119821,0.001119821,0.001119821,0.315341387,0.001119821,0.001119821,0.001119821,0.162875512,0.001119821,0.048613422,0.562439077,0.622388021,0.944779061,0.004716599,0.854699093,0.260237157,music,1
54352,dean martin,that certain party,1950,jazz,naughty eye naughty eye certain certain party know mean certain party naughty eye turn nose cheek pretty clothe smarty love ways sure love ways certain party remember time vaudeville sure joke like stand head high better sing know know certain certain party forget forget certain party know forget smarty certain party babble hold hold sing shorthand speed better babble wiener schnitzel certain certain party babble hasenpfeffer certain party know forget smarty certain party certain party certain party,77,0.001119821,0.001119821,0.11175998,0.001119821,0.001119821,0.001119821,0.117124938,0.218199334,0.408801223,0.048070418,0.001119821,0.042041987,0.001119821,0.04056427,0.001119821,0.001119821,0.535362287,0.629028536,0.875501883,0,0.645507007,0.203178317,obscene,1
54356,dizzy gillespie,"love me, pretty baby",1951,jazz,bring pretty roses bottle wine table ready baby dine buy candle stick candlelight glow write little note tell wish know baby hasn come quarter blue bluest blue bluest bluest blue blue blue bluest blue blue have date come minutes late greet kiss sigh sweet kiss goodbye wonder tire imagination have spree blue bluest blue bluest bluest blue blue blue bluest blue blue leak drip sink suddenly radio go blink fall apart rain rain heart like loon watch moon sit hop wait baby come soon,84,0.095929605,0.000862813,0.000862813,0.063689704,0.000862813,0.000862813,0.080824431,0.000862813,0.000862813,0.416261427,0.18041613,0.076817716,0.000862813,0.000862813,0.075707234,0.000862813,0.330661757,0.563905341,0.974899573,0.515182186,0.301319044,0.097269104,music,0.985714286
54357,gerry mulligan,mulligan's too,1951,jazz,come bout quarter bring bring bring brothers bring sing song like jeru lovely people road sing song jeruvian mode pref rence rence write song like jeru kind tell write extend bridge romance haunt reverie come bout quarter come early late invite delight sing little song like jeru gather tale tell maybe maybe listen friend blowin away doin alright plain workin night listen movin coverin grind singin song lovin sound listen blow bird feather playin blue rhythm moment come warn cool tell story payin dues assist unexpected borning twas birth cool tell try tell listen come york reverie come bout quarter forget versify better start try write song jeru,108,0.065527181,0.000711238,0.000711238,0.000711238,0.000711238,0.013353179,0.037213054,0.185872695,0.117089022,0.416483116,0.051275974,0.000711238,0.019615276,0.040066165,0.000711238,0.000711238,0.456298061,0.532087275,0.538152147,0.000742915,0.677452597,0.377357931,music,0.985714286
54359,dean martin,i ran all the way home,1951,jazz,home tell sorry mean mean home hold arm dear want near cause moment close door hear know act blindly couldn good home hold arm dear want near cause moment close door hear know act blindly couldn good home forgive want,40,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.319557423,0.356647292,0.001422475,0.162960554,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.056775546,0.5234485,0.56582827,0.93473889,3.10E-06,0.433223413,0.090762394,romantic,0.985714286
54361,doris day,christmas story,1951,jazz,come little children come christmas tree windows christmas snow mistletoe christmas hear church bell ring hear choir sing silent night float holy night bring peace heart message come peace earth christmas christmas tree windows christmas snow mistletoe heart message come peace earth christmas christmas,44,0.075250786,0.001814882,0.001814882,0.001814882,0.001814882,0.039535367,0.001814882,0.001814882,0.001814882,0.310527843,0.001814882,0.116973571,0.361925993,0.001814882,0.072192973,0.001814882,0.198527023,0.516908956,0.984939744,2.73E-05,0.195177246,0.188162834,music,0.985714286
54362,doris day,you're getting to be a habit with me,1951,jazz,kiss like drug get habit stay arm addict charm get habit think leave couldn supply need break away everyday regularly coffee clutch break free get habit,26,0.003095975,0.003095975,0.003095976,0.003095975,0.003095976,0.003095975,0.106851705,0.28259645,0.003095975,0.003095975,0.003095975,0.003095975,0.062592308,0.069744254,0.434871629,0.003095975,0.568937507,0.452375458,0.9588353,1.21E-06,0.269373454,0.032402213,sadness,0.985714286
54365,bing crosby,santa claus is comin' to town,1951,jazz,better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin,94,0.000822368,0.000822368,0.000822368,0.057997222,0.000822368,0.000822368,0.000822368,0.09562248,0.748351664,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.051362973,0.54402686,0.6657693,0.810240773,0,0.95362737,0.424406448,obscene,0.985714286
54366,dean martin,sailors' polka,1951,jazz,come play sailors polka navy blue girls polka sailor try true music moonlight navy know come play sailors polka navy blue band start aplaying fleet come sail hooraying good time begin gobs gobs miss wait shore gobs gobs kiss gobs long drop anchor hear music start pretty girl hanker sailor heart yeah band start aplaying dance begin fleet come sail come play sailors polka navy blue girls polka sailor try true music moonlight navy know come play sailors polka navy blue,81,0.081727929,0.001031992,0.001031992,0.034752332,0.021265126,0.001031992,0.047602454,0.084740971,0.001031992,0.36469324,0.001031992,0.19381157,0.001031992,0.083307177,0.043501087,0.035310189,0.751976606,0.656641797,0.879517951,0,0.841302556,0.388369286,music,0.985714286
54369,ray noble,love is the sweetest thing,1951,jazz,sweetest thing music sweetest thing earth bring happiness rything story strangest thing song bird wing shall hearts sweetly sing story heart desire fate send tale tire song greatest thing oldest latest thing fate bring story,35,0.001949318,0.107885451,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.249414309,0.001949318,0.359196844,0.001949318,0.073200562,0.112334293,0.001949318,0.072627409,0.001949318,0.284089678,0.65656488,0.968875471,0,0.322959604,0.309287738,music,0.985714286
54370,stan kenton,yesterdays,1951,jazz,arm away arm thrill carres yesterday hungry heart hour gladness know past moment madness hold fast blind charm stardust arm goodbye,21,0.003095975,0.003095976,0.198401445,0.003095975,0.003095975,0.003095975,0.504346466,0.003095976,0.003095975,0.003095975,0.003095975,0.003095975,0.061919505,0.003095975,0.188892954,0.003095975,0.432470486,0.41658334,0.919678634,0.016295547,0.551731245,0.294272254,romantic,0.985714286
54380,dean martin,solitaire,1951,jazz,go spend lonely night deal card leave right queen hearts remind play solitaire game mean heart lose shuffle play solitaire romance element gamble lose play play game rule fool joker laugh play hand carelessly want share feel deal time away solitaire want share feel deal time away solitaire,48,0.001315789,0.00131579,0.00131579,0.103375785,0.001315789,0.001315789,0.034252665,0.00131579,0.295205786,0.00131579,0.00131579,0.00131579,0.00131579,0.020555239,0.430009206,0.049191123,0.277591249,0.489603364,0.963855385,0.005465587,0.295136026,0.114086446,sadness,0.985714286
54382,doris day,moonlight bay,1951,jazz,sail moonlight hear voice ring steal heart sing sweet song moonlight sail moonlight hear voice ring steal heart sing sweet song moonlight sail moonlight hear voice ring steal heart steal heart sing sweet song moonlight sail moonlight moonlight,38,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.455438729,0.001349528,0.315081175,0.001349528,0.001349528,0.207887653,0.001349528,0.314415683,0.500115376,0.986947778,0.000600202,0.276586974,0.0444146,music,0.985714286
54384,dean martin,if,1951,jazz,slave slave rule night star moon bright turn life world bow humbly plead friends crowd turn need rule earth life hadn right world bow humbly plead friends crowd turn need rule earth life hadn right,35,0.002024292,0.002024292,0.39100289,0.088452736,0.069328304,0.002024291,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.360965943,0.061910047,0.002024292,0.002024292,0.002024292,0.198527023,0.537881701,0.960843334,0.875506073,0.126133553,0.196171092,world/life,0.985714286
54385,thelonious monk,monk's mood,1951,jazz,blue blue till mood indigo feelin go stealin shoe sigh long blue mood indigo baby say goodbye evenin light lonely cause care poor fool bluer blue mood indigo blue blue till mood indigo feelin go stealin shoe sigh long blue,40,0.050398171,0.001814882,0.001814882,0.001814882,0.001814882,0.046152066,0.180122685,0.001814882,0.001814882,0.454803783,0.001814882,0.041639947,0.001814882,0.001814882,0.067673241,0.137431522,0.375067692,0.586493347,0.926706754,0.818825911,0.14983512,0.239215479,music,0.985714286
54389,the andrews sisters,winter wonderland,1951,jazz,sleigh bell ring listen snow glisten beautiful sight tonight walk winter wonderland go away bluebird stay sing song walk winter wonderland meadow build snowman pretend parson marry later conspire dream face unafraid plan walk winter wonderland meadow build snowman pretend circus clown lot mister snowman kid knock snow thrill nose get chill frolic play eskimo walk winter wonderland walk winter wonderland walk winter wonderland,64,0.001349528,0.001349528,0.001349528,0.045674182,0.001349528,0.001349528,0.031728282,0.001349528,0.001349528,0.375005417,0.239889173,0.001349528,0.001349528,0.03364368,0.256515406,0.001349528,0.770388823,0.555162423,0.798192568,0,0.706306678,0.218193801,music,0.985714286
54392,dizzy gillespie,school days,1951,jazz,hook wish wish days younger dont know summmer everybody lookin wrong game think turn game illest fuckin ghost demons fight close clean look write shit game messy dont text beat swing young dizzy gillespie write best hat rest high school wouldn dont know like thing contemplate dream young givin thats rhyme young blowin damn time sittin thinkin choices makin everybody swag high expectations self esstem couple match shirt walk city streets beat kickin dirt positive mind place change live inside hook wish wish days younger dont know summmer everybody lookin wrong rapper game gotta talk niro pay fuckin hero tell skinny look mirror talk real shit munchin cereal forth time ryhmes young schizophrenic shit forget couple bitch dont text stick friend zone blame dead zone twist like illiterate rappers shit bump sittin traffic modern flesh steady bottlin stress bass hit chest fall kill bullshit remember bullshit stutter track tell girl grab rubber summer hook wish wish days younger dont know summmer everybody lookin wrong,164,0.000526316,0.064456962,0.094513239,0.000526316,0.000526316,0.000526316,0.000526316,0.17090695,0.548763533,0.018796241,0.000526316,0.000526316,0.000526316,0.021414877,0.074832408,0.000526316,0.572186722,0.674255826,0.408633944,3.32E-06,0.816570486,0.485469416,obscene,0.985714286
54393,dean martin,i'll always love you (day after day),1951,jazz,dear nearness treasure dear kiss wine wonder heart madly madly beat beat repeat wonder heart madly madly beat beat repeat,20,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.295240257,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.405230618,0.003508772,0.382649193,0.560546625,0.966867437,0.022874494,0.26422094,0.197172124,sadness,0.985714286
54394,duke ellington,solitude,1951,jazz,solitude haunt reveries days go solitude taunt memories chair fill despair gloom rywhere stare know soon solitude pray dear lord send alternative lyric solitude haunt reveries days go solitude taunt memories chair fill despair gloom rywhere stare know soon solitude pray dear lord send,44,0.002192982,0.002192983,0.17000581,0.002192982,0.002192982,0.157319484,0.082797075,0.163487728,0.002192982,0.309303579,0.002192983,0.002192983,0.002192983,0.002192983,0.002192983,0.046835469,0.241849886,0.54252237,0.962851368,0.928137652,0.141591096,0.139112253,music,0.985714286
54395,dean martin,i'm in love with you,1951,jazz,maybe right maybe wrong maybe weak maybe strong maybe maybe lose maybe cry blue know glance terrible chance take fine start leave heart break maybe live life regret maybe know glance terrible terrible chance take fine start leave heart break maybe live life regret maybe,45,0.001349528,0.001349528,0.134747525,0.097490365,0.001349528,0.001349528,0.001349528,0.402165187,0.001349528,0.027853217,0.001349528,0.001349528,0.001349528,0.001349528,0.318850318,0.001349528,0.579768223,0.620054868,0.936746924,0,0.526999176,0.164138059,sadness,0.985714286
54397,dean martin,rock-a-bye your baby with a dixie melody,1951,jazz,baby croon croon tune heart hang cradle mammy right masoned dixen line swing tennessee weep lady sing song sing black knees million baby kiss deliver play swanee river baby weep lady sing song sing black knees million baby kiss deliver play swanee river baby,44,0.273683466,0.150635153,0.001644737,0.001644737,0.001644737,0.001644737,0.095394737,0.001644737,0.001644737,0.390249565,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.548359147,0.625310874,0.930722822,6.99E-06,0.475474031,0.109081285,music,0.985714286
54400,doris day,love ya,1951,jazz,somebody somebody somebody somebody handsome face feet tall picture wall baby kiss wouldn mind somebody somebody somebody somebody know act oughta know wouldn dream hurtin pass cause know somebody somebody somebody somebody strong wouldja like feel muscle brdoris bold brbuddy lose tussle brdoris moment away brbuddy tcha brdoris want today brbuddy brdoris brbuddy happen brdoris possibility brbuddy tcha tell brdoris somebody brbuddy tell true brdoris brbuddy brdoris somebody brbuddy brdoris brbuddy maybe brdoris somebody brbuddy brboth somebody brbuddy confess brdoris tcha guess brboth tell tell brdoris promise breathe word brbuddy absurd brdoris strictly entrenous brbuddy brdoris brbuddy confidentially brdoris brboth confidentially brdoris somebody brbuddy news brdoris somebody brbuddy feel brdoris somebody brbuddy true brboth somebody,115,0.019486753,0.079959411,0.083773763,0.000892061,0.000892061,0.000892061,0.034545081,0.30790022,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.029456922,0.434173121,0.551608361,0.642130093,0.853413507,0,0.838211047,0.320299092,feelings,0.985714286
54401,doris day,till we meet again,1951,jazz,smile kiss adieu cloud roll come sky blue lover dearie wed bell ring tear memory pray night till meet goodbye mean birth tear drop hello mean birth smile smile erase tear blight meet awhile smile kiss adieu cloud roll come sky blue lover dearie wed bell ring tear memory pray night till meet,53,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.324009472,0.001283697,0.001283697,0.151969738,0.001283697,0.219633826,0.001283697,0.001283697,0.230632279,0.001283697,0.23101917,0.547111761,0.953815215,6.28E-05,0.152926628,0.12910193,romantic,0.985714286
54405,ahmad jamal,something to remember you by,1951,jazz,split flow scorch likelike thousand fist lord guanyin raise thousand arm watch thousands multiply preacher preach ask hear say right bump plenty time try gamble life play odds shit favor rude bwoy jamaica shotta haters dummy act little funny menace mamma look little humble little cunning little soup pumpkin wanna wanna appreciation rraising key push start push button work play like wasn maybe ways archaic sith republic better republican delegate state like finish start beginnings start forward play like arsenal soul shit deadly know behead like pole foresee similar genius flow ahead different echelon different pedigree tell remember,98,0.001031992,0.001031992,0.125658516,0.001031992,0.001031992,0.153155769,0.022053021,0.177169544,0.473344573,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.642586375,0.476886393,0.972891539,0.897773279,0.394064303,0.157130833,obscene,0.985714286
54408,benny carter,but not for me,1951,jazz,know know ease drug want daughter want album wait fake rappers try bite style cause hungry hell fee rappers fee beat verse hook world shake prime go best rapper alive start wheezy baby change time game real show rappers record label struggle knock hustle take label disrespect simmons money like givens check blueprint come live hard knock life reasonable doubt ride outcome volume life black album cause year stiff hearst cause good young gift curse little things throw dynasty kingdom come respect gonna hova know minute number play music party people hear music reach damn tell friends flow friend friend friend label dope say spit sick rhyme cold need probably strep throat know listen time speak cause jewel gleam speak true mean know drink lean smoke joint blaze anticipate destroy game pump steroids proud represent brigade yeah forget tell bring pardon little hazy catch moment little crazy vision blur little clearer rap mirror say great say take time ask cause long await finally take place instead kelkay,167,0.016473445,0.084785806,0.114826392,0.02359292,0.011771,0.044574144,0.000461681,0.265537922,0.338076181,0.018999267,0.000461681,0.000461681,0.054002274,0.000461681,0.000461681,0.000461681,0.575435936,0.482014204,0.942771027,0.915991903,0.606347898,0.091162807,obscene,0.985714286
